AL,14,2018103018,3,OFCL,0,178N,866W,25,0,TD,34,NEQ,0,0,0,0
AL,14,2018103018,3,OFCL,1,178N,866W,25,0,TD,34,NEQ,0,0,0,0
AL,14,2018103018,3,OFCL,2,179N,867W,25,0,TD,34,NEQ,0,0,0,0
AL,14,2018103018,3,OFCL,3,179N,867W,25,1006,TD,34,NEQ,0,0,0,0
AL,14,2018103018,3,OFCL,4,180N,868W,25,0,TD,34,NEQ,0,0,0,0
AL,14,2018103018,3,OFCL,5,180N,868W,25,0,TD,34,NEQ,0,0,0,0
AL,14,2018103018,3,OFCL,6,181N,869W,25,0,TD,34,NEQ,0,0,0,0
AL,14,2018103018,3,OFCL,7,181N,868W,25,0,TD,34,NEQ,0,0,0,0
AL,14,2018103018,3,OFCL,8,182N,868W,26,0,TD,34,NEQ,0,0,0,0
AL,14,2018103018,3,OFCL,9,182N,868W,27,0,TD,34,NEQ,0,0,0,0
AL,14,2018103018,3,OFCL,10,183N,868W,28,0,TD,34,NEQ,0,0,0,0
AL,14,2018103018,3,OFCL,11,183N,868W,29,0,TD,34,NEQ,0,0,0,0
AL,14,2018103018,3,OFCL,12,184N,868W,30,0,TD,34,NEQ,0,0,0,0
AL,14,2018103018,3,OFCL,13,184N,867W,30,0,TD,34,NEQ,20,30,0,0
AL,14,2018103018,3,OFCL,14,185N,866W,31,0,TD,34,NEQ,40,60,0,0
AL,14,2018103018,3,OFCL,15,186N,866W,32,0,TD,34,NEQ,60,90,0,0
AL,14,2018103018,3,OFCL,16,186N,865W,33,0,TD,34,NEQ,80,120,0,0
AL,14,2018103018,3,OFCL,17,187N,864W,34,0,TS,34,NEQ,100,150,0,0
AL,14,2018103018,3,OFCL,18,188N,864W,35,0,TS,34,NEQ,120,180,0,0
AL,14,2018103018,3,OFCL,19,188N,862W,36,0,TS,34,NEQ,120,180,0,0
AL,14,2018103018,3,OFCL,20,189N,861W,38,0,TS,34,NEQ,120,180,0,0
AL,14,2018103018,3,OFCL,21,189N,860W,40,0,TS,34,NEQ,120,180,0,0
AL,14,2018103018,3,OFCL,22,190N,859W,41,0,TS,34,NEQ,120,180,0,0
AL,14,2018103018,3,OFCL,23,190N,858W,43,0,TS,34,NEQ,120,180,0,0
AL,14,2018103018,3,OFCL,24,191N,857W,45,0,TS,34,NEQ,120,180,0,0
AL,14,2018103018,3,OFCL,25,192N,856W,45,0,TS,34,NEQ,120,175,15,15
AL,14,2018103018,3,OFCL,26,193N,856W,46,0,TS,34,NEQ,120,170,30,30
AL,14,2018103018,3,OFCL,27,194N,856W,47,0,TS,34,NEQ,120,165,45,45
AL,14,2018103018,3,OFCL,28,195N,855W,48,0,TS,34,NEQ,120,160,60,60
AL,14,2018103018,3,OFCL,29,196N,855W,49,0,TS,34,NEQ,120,155,75,75
