AL,14,2018100618,3,OFCL,0,178N,866W,21.0,0,TD,34,NEQ,0,0,0,0
AL,14,2018100618,3,OFCL,1,178N,866W,21.0,0,TD,34,NEQ,0,0,0,0
AL,14,2018100618,3,OFCL,2,179N,867W,21.0,0,TD,34,NEQ,0,0,0,0
AL,14,2018100618,3,OFCL,3,179N,867W,21.0,1006,TD,34,NEQ,0,0,0,0
AL,14,2018100618,3,OFCL,4,180N,868W,21.0,0,TD,34,NEQ,0,0,0,0
AL,14,2018100618,3,OFCL,5,180N,868W,21.0,0,TD,34,NEQ,0,0,0,0
AL,14,2018100618,3,OFCL,6,181N,869W,21.0,0,TD,34,NEQ,0,0,0,0
AL,14,2018100618,3,OFCL,7,181N,868W,22.0,0,TD,34,NEQ,0,0,0,0
AL,14,2018100618,3,OFCL,8,182N,868W,22.115384615384617,0,TD,34,NEQ,0,0,0,0
AL,14,2018100618,3,OFCL,9,182N,868W,21.296296296296298,0,TD,34,NEQ,0,0,0,0
AL,14,2018100618,3,OFCL,10,183N,868W,21.42857142857143,0,TD,34,NEQ,0,0,0,0
AL,14,2018100618,3,OFCL,11,183N,868W,21.551724137931032,0,TD,34,NEQ,0,0,0,0
AL,14,2018100618,3,OFCL,12,184N,868W,21.666666666666668,0,TD,34,NEQ,0,0,0,0
AL,14,2018100618,3,OFCL,13,184N,867W,21.666666666666668,0,TD,34,NEQ,17,26,0,0
AL,14,2018100618,3,OFCL,14,185N,866W,21.774193548387096,0,TD,34,NEQ,34,52,0,0
AL,14,2018100618,3,OFCL,15,186N,866W,22.75,0,TD,34,NEQ,52,78,0,0
AL,14,2018100618,3,OFCL,16,186N,865W,22.848484848484848,0,TD,34,NEQ,69,104,0,0
AL,14,2018100618,3,OFCL,17,187N,864W,23.02941176470588,0,TD,34,NEQ,87,130,0,0
AL,14,2018100618,3,OFCL,18,188N,864W,23.142857142857142,0,TD,34,NEQ,104,156,0,0
AL,14,2018100618,3,OFCL,19,188N,862W,23.25,0,TD,34,NEQ,104,156,0,0
AL,14,2018100618,3,OFCL,20,189N,861W,24.31578947368421,0,TD,34,NEQ,104,156,0,0
AL,14,2018100618,3,OFCL,21,189N,860W,23.799999999999997,0,TS,34,NEQ,104,156,0,0
AL,14,2018100618,3,OFCL,22,190N,859W,25.46341463414634,0,TS,34,NEQ,104,156,0,0
AL,14,2018100618,3,OFCL,23,190N,858W,24.953488372093023,0,TS,34,NEQ,104,156,0,0
AL,14,2018100618,3,OFCL,24,191N,857W,26.0,0,TS,34,NEQ,104,156,0,0
AL,14,2018100618,3,OFCL,25,192N,856W,26.0,0,TS,34,NEQ,104,152,13,13
AL,14,2018100618,3,OFCL,26,193N,856W,26.086956521739133,0,TS,34,NEQ,104,147,26,26
AL,14,2018100618,3,OFCL,27,194N,856W,27.04255319148936,0,TS,34,NEQ,104,143,39,39
AL,14,2018100618,3,OFCL,28,195N,855W,27.125,0,TS,34,NEQ,104,139,52,52
AL,14,2018100618,3,OFCL,29,196N,855W,27.428571428571427,0,TS,34,NEQ,104,134,65,65
AL,14,2018100618,3,OFCL,30,197N,855W,27.52,0,TS,34,NEQ,104,130,78,78
AL,14,2018100618,3,OFCL,31,197N,854W,27.607843137254903,0,TS,34,NEQ,104,130,78,78
AL,14,2018100618,3,OFCL,32,198N,854W,28.641509433962263,0,TS,34,NEQ,104,130,78,78
AL,14,2018100618,3,OFCL,33,199N,854W,28.2,0,TS,34,NEQ,104,130,78,78
AL,14,2018100618,3,OFCL,34,200N,854W,29.749999999999996,0,TS,34,NEQ,104,130,78,78
AL,14,2018100618,3,OFCL,35,201N,854W,29.310344827586203,0,TS,34,NEQ,104,130,78,78
AL,14,2018100618,3,OFCL,35,201N,854W,29.310344827586203,0,TS,50,NEQ,63,58,0,36
AL,14,2018100618,3,OFCL,36,202N,854W,30.333333333333336,0,TS,34,NEQ,104,130,78,78
AL,14,2018100618,3,OFCL,36,202N,854W,30.333333333333336,0,TS,50,NEQ,69,69,0,43
AL,14,2018100618,3,OFCL,37,203N,853W,30.333333333333336,0,TS,34,NEQ,104,130,78,78
AL,14,2018100618,3,OFCL,37,203N,853W,30.333333333333336,0,TS,50,NEQ,68,65,2,43
AL,14,2018100618,3,OFCL,38,204N,853W,30.40983606557377,0,TS,34,NEQ,104,130,78,78
AL,14,2018100618,3,OFCL,38,204N,853W,30.40983606557377,0,TS,50,NEQ,66,60,5,43
AL,14,2018100618,3,OFCL,39,205N,852W,31.35483870967742,0,TS,34,NEQ,104,130,78,78
AL,14,2018100618,3,OFCL,39,205N,852W,31.35483870967742,0,TS,50,NEQ,65,56,8,43
AL,14,2018100618,3,OFCL,40,206N,852W,31.428571428571427,0,TS,34,NEQ,104,130,78,78
AL,14,2018100618,3,OFCL,40,206N,852W,31.428571428571427,0,TS,50,NEQ,63,52,11,43
AL,14,2018100618,3,OFCL,41,207N,851W,31.796875,0,TS,34,NEQ,104,130,78,78
AL,14,2018100618,3,OFCL,41,207N,851W,31.796875,0,TS,50,NEQ,62,47,14,43
AL,14,2018100618,3,OFCL,42,209N,851W,31.876923076923077,0,TS,34,NEQ,104,130,78,78
AL,14,2018100618,3,OFCL,42,209N,851W,31.876923076923077,0,TS,50,NEQ,60,43,17,43
