[,agent,decisionmodulefrequency,riskforecast,riskorders,riskenv,finalriskassessment,risksurge,percentevacuatedcoastal64,]
[, 63 , 9 , 2.3094292649342756 , 0.7180027057816413 , 0 , 3.027431970715917 , 0 , 0 ,]
[, 53 , 12 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 60 , 11 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 39 , 13 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 62 , 14 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 100 , 9 , -0.4187705970297408 , 2.861416383877321 , 0 , 2.44264578684758 , 0 , 0 ,]
[, 56 , 14 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 47 , 13 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 74 , 13 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 61 , 16 , 0.8043442517625167 , 0 , 0 , 0.8043442517625167 , 0 , 0 ,]
[, 77 , 13 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 52 , 12 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 93 , 12 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 86 , 11 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 101 , 13 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 42 , 13 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 67 , 10 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 90 , 11 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 82 , 14 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 50 , 11 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 81 , 14 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 41 , 13 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 91 , 12 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 98 , 11 , 3.468553584309084 , 0 , 0 , 3.468553584309084 , 0 , 0 ,]
[, 40 , 12 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 95 , 11 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 92 , 13 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 76 , 12 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 55 , 11 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 69 , 14 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 80 , 11 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 71 , 15 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 38 , 10 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 99 , 13 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 51 , 17 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 83 , 10 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 59 , 9 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 48 , 14 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 65 , 9 , 0.0025731957899935644 , 1.2091632941274304 , 0 , 1.2117364899174239 , 0 , 0 ,]
[, 85 , 14 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 73 , 13 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 84 , 13 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 58 , 12 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 68 , 11 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 49 , 22 , -0.017073736775362256 , 1.2221918822499034 , 0 , 1.2051181454745412 , 0 , 0 ,]
[, 57 , 14 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 46 , 16 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 66 , 11 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 45 , 13 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 97 , 14 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 43 , 11 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 75 , 11 , 1.7029855516920813 , 0.45344786532136305 , 0 , 2.1564334170134445 , 0 , 0 ,]
[, 79 , 14 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 88 , 13 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 72 , 12 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 78 , 8 , 1.0519869998043723 , 1.0782348016167331 , 0 , 2.130221801421105 , 0 , 0 ,]
[, 44 , 10 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 64 , 15 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 94 , 11 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 54 , 12 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 96 , 12 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 70 , 15 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 89 , 13 , 0 , 0 , 0 , 0 , 0 , 0 ,]
[, 87 , 13 , 0 , 0 , 0 , 0 , 0 , 0 ,]
